,Dictor,Name,Type,Sp-hu
3616,T20,T20_1003617,human,human
3617,T20,T20_1003618,human,human
3618,T20,T20_1003619,human,human
3619,T20,T20_1003620,human,human
3620,T20,T20_1003621,human,human
3621,T20,T20_1003622,human,human
3622,T20,T20_1003623,human,human
3623,T20,T20_1003624,human,human
3624,T20,T20_1003625,human,human
3625,T20,T20_1003626,human,human
3626,T20,T20_1003627,human,human
3627,T20,T20_1003628,human,human
3628,T20,T20_1003629,human,human
3629,T20,T20_1003630,human,human
3630,T20,T20_1003631,human,human
3631,T20,T20_1003632,human,human
3632,T20,T20_1003633,human,human
3633,T20,T20_1003634,human,human
3634,T20,T20_1003635,human,human
3635,T20,T20_1003636,human,human
3636,T20,T20_1003637,human,human
3637,T20,T20_1003638,human,human
3638,T20,T20_1003639,human,human
3639,T20,T20_1003640,human,human
3640,T20,T20_1003641,human,human
3641,T20,T20_1003642,human,human
3642,T20,T20_1003643,human,human
3643,T20,T20_1003644,human,human
3644,T20,T20_1003645,human,human
3645,T20,T20_1003646,human,human
3646,T20,T20_1003647,human,human
3647,T20,T20_1003648,human,human
3648,T20,T20_1003649,human,human
3649,T20,T20_1003650,human,human
3650,T20,T20_1003651,human,human
3651,T20,T20_1003652,human,human
3652,T20,T20_1003653,human,human
3653,T20,T20_1003654,human,human
3654,T20,T20_1003655,human,human
3655,T20,T20_1003656,human,human
3656,T20,T20_1003657,human,human
3657,T20,T20_1003658,human,human
3658,T20,T20_1003659,human,human
3659,T20,T20_1003660,human,human
3660,T20,T20_1003661,human,human
3661,T20,T20_1003662,human,human
3662,T20,T20_1003663,human,human
3663,T20,T20_1003664,human,human
3664,T20,T20_1003665,human,human
3665,T20,T20_1003666,human,human
3666,T20,T20_1003667,human,human
3667,T20,T20_1003668,human,human
3668,T20,T20_1003669,human,human
3669,T20,T20_1003670,human,human
3670,T20,T20_1003671,human,human
3671,T20,T20_1003672,human,human
3672,T20,T20_1003673,human,human
3673,T20,T20_1003674,human,human
3674,T20,T20_1003675,human,human
3675,T20,T20_1003676,human,human
3676,T20,T20_1003677,human,human
3677,T20,T20_1003678,human,human
3678,T20,T20_1003679,human,human
3679,T20,T20_1003680,human,human
3680,T20,T20_1003681,human,human
3681,T20,T20_1003682,human,human
3682,T20,T20_1003683,human,human
3683,T20,T20_1003684,human,human
3684,T20,T20_1003685,human,human
3685,T20,T20_1003686,human,human
3686,T20,T20_1003687,human,human
3687,T20,T20_1003688,human,human
3688,T20,T20_1003689,human,human
3689,T20,T20_1003690,human,human
3690,T20,T20_1003691,human,human
3691,T20,T20_1003692,human,human
3692,T20,T20_1003693,human,human
3693,T20,T20_1003694,human,human
3694,T20,T20_1003695,human,human
3695,T20,T20_1003696,human,human
3696,T20,T20_1003697,human,human
3697,T20,T20_1003698,human,human
3698,T20,T20_1003699,human,human
3699,T20,T20_1003700,human,human
3700,T20,T20_1003701,human,human
3701,T20,T20_1003702,human,human
3702,T20,T20_1003703,human,human
3703,T20,T20_1003704,human,human
3704,T20,T20_1003705,human,human
3705,T20,T20_1003706,human,human
3706,T20,T20_1003707,human,human
3707,T20,T20_1003708,human,human
3708,T20,T20_1003709,human,human
3709,T20,T20_1003710,human,human
3710,T20,T20_1003711,human,human
3711,T20,T20_1003712,human,human
3712,T20,T20_1003713,human,human
3713,T20,T20_1003714,human,human
3714,T20,T20_1003715,human,human
3715,T20,T20_1003716,human,human
3716,T20,T20_1003717,human,human
3717,T20,T20_1003718,human,human
3718,T20,T20_1003719,human,human
3719,T20,T20_1003720,human,human
3720,T20,T20_1003721,human,human
3721,T20,T20_1003722,human,human
3722,T20,T20_1003723,human,human
3723,T20,T20_1003724,human,human
3724,T20,T20_1003725,human,human
3725,T20,T20_1003726,human,human
3726,T20,T20_1003727,human,human
3727,T20,T20_1003728,human,human
3728,T20,T20_1003729,human,human
3729,T20,T20_1003730,human,human
3730,T20,T20_1003731,human,human
3731,T20,T20_1003732,human,human
3732,T20,T20_1003733,human,human
3733,T20,T20_1003734,human,human
3734,T20,T20_1003735,human,human
3735,T20,T20_1003736,human,human
3736,T20,T20_1003737,human,human
3737,T20,T20_1003738,human,human
3738,T20,T20_1003739,human,human
3739,T20,T20_1003740,human,human
3740,T20,T20_1003741,human,human
3741,T20,T20_1003742,human,human
3742,T20,T20_1003743,human,human
3743,T20,T20_1003744,human,human
3744,T20,T20_1003745,human,human
3745,T20,T20_1003746,human,human
3746,T20,T20_1003747,human,human
3747,T20,T20_1003748,human,human
3748,T20,T20_1003749,human,human
3749,T20,T20_1003750,human,human
3750,T2,T2_1003751,S5,spoof
3751,T2,T2_1003752,S2,spoof
3752,T2,T2_1003753,S1,spoof
3753,T2,T2_1003754,S3,spoof
3754,T2,T2_1003755,S4,spoof
3755,T2,T2_1003756,S5,spoof
3756,T2,T2_1003757,S2,spoof
3757,T2,T2_1003758,S1,spoof
3758,T2,T2_1003759,S3,spoof
3759,T2,T2_1003760,S4,spoof
3760,T2,T2_1003761,S5,spoof
3761,T2,T2_1003762,S2,spoof
3762,T2,T2_1003763,S1,spoof
3763,T2,T2_1003764,S3,spoof
3764,T2,T2_1003765,S4,spoof
3765,T2,T2_1003766,S5,spoof
3766,T2,T2_1003767,S2,spoof
3767,T2,T2_1003768,S1,spoof
3768,T2,T2_1003769,S3,spoof
3769,T2,T2_1003770,S4,spoof
3770,T2,T2_1003771,S5,spoof
3771,T2,T2_1003772,S2,spoof
3772,T2,T2_1003773,S1,spoof
3773,T2,T2_1003774,S3,spoof
3774,T2,T2_1003775,S4,spoof
3775,T2,T2_1003776,S5,spoof
3776,T2,T2_1003777,S2,spoof
3777,T2,T2_1003778,S1,spoof
3778,T2,T2_1003779,S3,spoof
3779,T2,T2_1003780,S4,spoof
3780,T2,T2_1003781,S5,spoof
3781,T2,T2_1003782,S2,spoof
3782,T2,T2_1003783,S1,spoof
3783,T2,T2_1003784,S3,spoof
3784,T2,T2_1003785,S4,spoof
3785,T2,T2_1003786,S5,spoof
3786,T2,T2_1003787,S2,spoof
3787,T2,T2_1003788,S1,spoof
3788,T2,T2_1003789,S3,spoof
3789,T2,T2_1003790,S4,spoof
3790,T2,T2_1003791,S5,spoof
3791,T2,T2_1003792,S2,spoof
3792,T2,T2_1003793,S1,spoof
3793,T2,T2_1003794,S3,spoof
3794,T2,T2_1003795,S4,spoof
3795,T2,T2_1003796,S5,spoof
3796,T2,T2_1003797,S2,spoof
3797,T2,T2_1003798,S1,spoof
3798,T2,T2_1003799,S3,spoof
3799,T2,T2_1003800,S4,spoof
3800,T2,T2_1003801,S5,spoof
3801,T2,T2_1003802,S2,spoof
3802,T2,T2_1003803,S1,spoof
3803,T2,T2_1003804,S3,spoof
3804,T2,T2_1003805,S4,spoof
3805,T2,T2_1003806,S5,spoof
3806,T2,T2_1003807,S2,spoof
3807,T2,T2_1003808,S1,spoof
3808,T2,T2_1003809,S3,spoof
3809,T2,T2_1003810,S4,spoof
3810,T2,T2_1003811,S5,spoof
3811,T2,T2_1003812,S2,spoof
3812,T2,T2_1003813,S1,spoof
3813,T2,T2_1003814,S3,spoof
3814,T2,T2_1003815,S4,spoof
3815,T2,T2_1003816,S5,spoof
3816,T2,T2_1003817,S2,spoof
3817,T2,T2_1003818,S1,spoof
3818,T2,T2_1003819,S3,spoof
3819,T2,T2_1003820,S4,spoof
3820,T2,T2_1003821,S5,spoof
3821,T2,T2_1003822,S2,spoof
3822,T2,T2_1003823,S1,spoof
3823,T2,T2_1003824,S3,spoof
3824,T2,T2_1003825,S4,spoof
3825,T2,T2_1003826,S5,spoof
3826,T2,T2_1003827,S2,spoof
3827,T2,T2_1003828,S1,spoof
3828,T2,T2_1003829,S3,spoof
3829,T2,T2_1003830,S4,spoof
3830,T2,T2_1003831,S5,spoof
3831,T2,T2_1003832,S2,spoof
3832,T2,T2_1003833,S1,spoof
3833,T2,T2_1003834,S3,spoof
3834,T2,T2_1003835,S4,spoof
3835,T2,T2_1003836,S5,spoof
3836,T2,T2_1003837,S2,spoof
3837,T2,T2_1003838,S1,spoof
3838,T2,T2_1003839,S3,spoof
3839,T2,T2_1003840,S4,spoof
3840,T2,T2_1003841,S5,spoof
3841,T2,T2_1003842,S2,spoof
3842,T2,T2_1003843,S1,spoof
3843,T2,T2_1003844,S3,spoof
3844,T2,T2_1003845,S4,spoof
3845,T2,T2_1003846,S5,spoof
3846,T2,T2_1003847,S2,spoof
3847,T2,T2_1003848,S1,spoof
3848,T2,T2_1003849,S3,spoof
3849,T2,T2_1003850,S4,spoof
3850,T2,T2_1003851,S5,spoof
3851,T2,T2_1003852,S2,spoof
3852,T2,T2_1003853,S1,spoof
3853,T2,T2_1003854,S3,spoof
3854,T2,T2_1003855,S4,spoof
3855,T2,T2_1003856,S5,spoof
3856,T2,T2_1003857,S2,spoof
3857,T2,T2_1003858,S1,spoof
3858,T2,T2_1003859,S3,spoof
3859,T2,T2_1003860,S4,spoof
3860,T2,T2_1003861,S5,spoof
3861,T2,T2_1003862,S2,spoof
3862,T2,T2_1003863,S1,spoof
3863,T2,T2_1003864,S3,spoof
3864,T2,T2_1003865,S4,spoof
3865,T2,T2_1003866,S5,spoof
3866,T2,T2_1003867,S2,spoof
3867,T2,T2_1003868,S1,spoof
3868,T2,T2_1003869,S3,spoof
3869,T2,T2_1003870,S4,spoof
3870,T2,T2_1003871,S5,spoof
3871,T2,T2_1003872,S2,spoof
3872,T2,T2_1003873,S1,spoof
3873,T2,T2_1003874,S3,spoof
3874,T2,T2_1003875,S4,spoof
3875,T2,T2_1003876,S5,spoof
3876,T2,T2_1003877,S2,spoof
3877,T2,T2_1003878,S1,spoof
3878,T2,T2_1003879,S3,spoof
3879,T2,T2_1003880,S4,spoof
3880,T2,T2_1003881,S5,spoof
3881,T2,T2_1003882,S2,spoof
3882,T2,T2_1003883,S1,spoof
3883,T2,T2_1003884,S3,spoof
3884,T2,T2_1003885,S4,spoof
3885,T2,T2_1003886,S5,spoof
3886,T2,T2_1003887,S2,spoof
3887,T2,T2_1003888,S1,spoof
3888,T2,T2_1003889,S3,spoof
3889,T2,T2_1003890,S4,spoof
3890,T2,T2_1003891,S5,spoof
3891,T2,T2_1003892,S2,spoof
3892,T2,T2_1003893,S1,spoof
3893,T2,T2_1003894,S3,spoof
3894,T2,T2_1003895,S4,spoof
3895,T2,T2_1003896,S5,spoof
3896,T2,T2_1003897,S2,spoof
3897,T2,T2_1003898,S1,spoof
3898,T2,T2_1003899,S3,spoof
3899,T2,T2_1003900,S4,spoof
3900,T2,T2_1003901,S5,spoof
3901,T2,T2_1003902,S2,spoof
3902,T2,T2_1003903,S1,spoof
3903,T2,T2_1003904,S3,spoof
3904,T2,T2_1003905,S4,spoof
3905,T2,T2_1003906,S5,spoof
3906,T2,T2_1003907,S2,spoof
3907,T2,T2_1003908,S1,spoof
3908,T2,T2_1003909,S3,spoof
3909,T2,T2_1003910,S4,spoof
3910,T2,T2_1003911,S5,spoof
3911,T2,T2_1003912,S2,spoof
3912,T2,T2_1003913,S1,spoof
3913,T2,T2_1003914,S3,spoof
3914,T2,T2_1003915,S4,spoof
3915,T2,T2_1003916,S5,spoof
3916,T2,T2_1003917,S2,spoof
3917,T2,T2_1003918,S1,spoof
3918,T2,T2_1003919,S3,spoof
3919,T2,T2_1003920,S4,spoof
3920,T2,T2_1003921,S5,spoof
3921,T2,T2_1003922,S2,spoof
3922,T2,T2_1003923,S1,spoof
3923,T2,T2_1003924,S3,spoof
3924,T2,T2_1003925,S4,spoof
3925,T2,T2_1003926,S5,spoof
3926,T2,T2_1003927,S2,spoof
3927,T2,T2_1003928,S1,spoof
3928,T2,T2_1003929,S3,spoof
3929,T2,T2_1003930,S4,spoof
3930,T2,T2_1003931,S5,spoof
3931,T2,T2_1003932,S2,spoof
3932,T2,T2_1003933,S1,spoof
3933,T2,T2_1003934,S3,spoof
3934,T2,T2_1003935,S4,spoof
3935,T2,T2_1003936,S5,spoof
3936,T2,T2_1003937,S2,spoof
3937,T2,T2_1003938,S1,spoof
3938,T2,T2_1003939,S3,spoof
3939,T2,T2_1003940,S4,spoof
3940,T2,T2_1003941,S5,spoof
3941,T2,T2_1003942,S2,spoof
3942,T2,T2_1003943,S1,spoof
3943,T2,T2_1003944,S3,spoof
3944,T2,T2_1003945,S4,spoof
3945,T2,T2_1003946,S5,spoof
3946,T2,T2_1003947,S2,spoof
3947,T2,T2_1003948,S1,spoof
3948,T2,T2_1003949,S3,spoof
3949,T2,T2_1003950,S4,spoof
3950,T2,T2_1003951,S5,spoof
3951,T2,T2_1003952,S2,spoof
3952,T2,T2_1003953,S1,spoof
3953,T2,T2_1003954,S3,spoof
3954,T2,T2_1003955,S4,spoof
3955,T2,T2_1003956,S5,spoof
3956,T2,T2_1003957,S2,spoof
3957,T2,T2_1003958,S1,spoof
3958,T2,T2_1003959,S3,spoof
3959,T2,T2_1003960,S4,spoof
3960,T2,T2_1003961,S5,spoof
3961,T2,T2_1003962,S2,spoof
3962,T2,T2_1003963,S1,spoof
3963,T2,T2_1003964,S3,spoof
3964,T2,T2_1003965,S4,spoof
3965,T2,T2_1003966,S5,spoof
3966,T2,T2_1003967,S2,spoof
3967,T2,T2_1003968,S1,spoof
3968,T2,T2_1003969,S3,spoof
3969,T2,T2_1003970,S4,spoof
3970,T2,T2_1003971,S5,spoof
3971,T2,T2_1003972,S2,spoof
3972,T2,T2_1003973,S1,spoof
3973,T2,T2_1003974,S3,spoof
3974,T2,T2_1003975,S4,spoof
3975,T2,T2_1003976,S5,spoof
3976,T2,T2_1003977,S2,spoof
3977,T2,T2_1003978,S1,spoof
3978,T2,T2_1003979,S3,spoof
3979,T2,T2_1003980,S4,spoof
3980,T2,T2_1003981,S5,spoof
3981,T2,T2_1003982,S2,spoof
3982,T2,T2_1003983,S1,spoof
3983,T2,T2_1003984,S3,spoof
3984,T2,T2_1003985,S4,spoof
3985,T2,T2_1003986,S5,spoof
3986,T2,T2_1003987,S2,spoof
3987,T2,T2_1003988,S1,spoof
3988,T2,T2_1003989,S3,spoof
3989,T2,T2_1003990,S4,spoof
3990,T2,T2_1003991,S5,spoof
3991,T2,T2_1003992,S2,spoof
3992,T2,T2_1003993,S1,spoof
3993,T2,T2_1003994,S3,spoof
3994,T2,T2_1003995,S4,spoof
3995,T2,T2_1003996,S5,spoof
3996,T2,T2_1003997,S2,spoof
3997,T2,T2_1003998,S1,spoof
3998,T2,T2_1003999,S3,spoof
3999,T2,T2_1004000,S4,spoof
4000,T2,T2_1004001,S5,spoof
4001,T2,T2_1004002,S2,spoof
4002,T2,T2_1004003,S1,spoof
4003,T2,T2_1004004,S3,spoof
4004,T2,T2_1004005,S4,spoof
4005,T2,T2_1004006,S5,spoof
4006,T2,T2_1004007,S2,spoof
4007,T2,T2_1004008,S1,spoof
4008,T2,T2_1004009,S3,spoof
4009,T2,T2_1004010,S4,spoof
4010,T2,T2_1004011,S5,spoof
4011,T2,T2_1004012,S2,spoof
4012,T2,T2_1004013,S1,spoof
4013,T2,T2_1004014,S3,spoof
4014,T2,T2_1004015,S4,spoof
4015,T2,T2_1004016,S5,spoof
4016,T2,T2_1004017,S2,spoof
4017,T2,T2_1004018,S1,spoof
4018,T2,T2_1004019,S3,spoof
4019,T2,T2_1004020,S4,spoof
4020,T2,T2_1004021,S5,spoof
4021,T2,T2_1004022,S2,spoof
4022,T2,T2_1004023,S1,spoof
4023,T2,T2_1004024,S3,spoof
4024,T2,T2_1004025,S4,spoof
4025,T2,T2_1004026,S5,spoof
4026,T2,T2_1004027,S2,spoof
4027,T2,T2_1004028,S1,spoof
4028,T2,T2_1004029,S3,spoof
4029,T2,T2_1004030,S4,spoof
4030,T2,T2_1004031,S5,spoof
4031,T2,T2_1004032,S2,spoof
4032,T2,T2_1004033,S1,spoof
4033,T2,T2_1004034,S3,spoof
4034,T2,T2_1004035,S4,spoof
4035,T2,T2_1004036,S5,spoof
4036,T2,T2_1004037,S2,spoof
4037,T2,T2_1004038,S1,spoof
4038,T2,T2_1004039,S3,spoof
4039,T2,T2_1004040,S4,spoof
4040,T2,T2_1004041,S5,spoof
4041,T2,T2_1004042,S2,spoof
4042,T2,T2_1004043,S1,spoof
4043,T2,T2_1004044,S3,spoof
4044,T2,T2_1004045,S4,spoof
4045,T2,T2_1004046,S5,spoof
4046,T2,T2_1004047,S2,spoof
4047,T2,T2_1004048,S1,spoof
4048,T2,T2_1004049,S3,spoof
4049,T2,T2_1004050,S4,spoof
4050,T2,T2_1004051,S5,spoof
4051,T2,T2_1004052,S2,spoof
4052,T2,T2_1004053,S1,spoof
4053,T2,T2_1004054,S3,spoof
4054,T2,T2_1004055,S4,spoof
4055,T2,T2_1004056,S5,spoof
4056,T2,T2_1004057,S2,spoof
4057,T2,T2_1004058,S1,spoof
4058,T2,T2_1004059,S3,spoof
4059,T2,T2_1004060,S4,spoof
4060,T2,T2_1004061,S5,spoof
4061,T2,T2_1004062,S2,spoof
4062,T2,T2_1004063,S1,spoof
4063,T2,T2_1004064,S3,spoof
4064,T2,T2_1004065,S4,spoof
4065,T2,T2_1004066,S5,spoof
4066,T2,T2_1004067,S2,spoof
4067,T2,T2_1004068,S1,spoof
4068,T2,T2_1004069,S3,spoof
4069,T2,T2_1004070,S4,spoof
4070,T2,T2_1004071,S5,spoof
4071,T2,T2_1004072,S2,spoof
4072,T2,T2_1004073,S1,spoof
4073,T2,T2_1004074,S3,spoof
4074,T2,T2_1004075,S4,spoof
4075,T2,T2_1004076,S5,spoof
4076,T2,T2_1004077,S2,spoof
4077,T2,T2_1004078,S1,spoof
4078,T2,T2_1004079,S3,spoof
4079,T2,T2_1004080,S4,spoof
4080,T2,T2_1004081,S5,spoof
4081,T2,T2_1004082,S2,spoof
4082,T2,T2_1004083,S1,spoof
4083,T2,T2_1004084,S3,spoof
4084,T2,T2_1004085,S4,spoof
4085,T2,T2_1004086,S5,spoof
4086,T2,T2_1004087,S2,spoof
4087,T2,T2_1004088,S1,spoof
4088,T2,T2_1004089,S3,spoof
4089,T2,T2_1004090,S4,spoof
4090,T2,T2_1004091,S5,spoof
4091,T2,T2_1004092,S2,spoof
4092,T2,T2_1004093,S1,spoof
4093,T2,T2_1004094,S3,spoof
4094,T2,T2_1004095,S4,spoof
4095,T2,T2_1004096,S5,spoof
4096,T2,T2_1004097,S2,spoof
4097,T2,T2_1004098,S1,spoof
4098,T2,T2_1004099,S3,spoof
4099,T2,T2_1004100,S4,spoof
4100,T2,T2_1004101,S5,spoof
4101,T2,T2_1004102,S2,spoof
4102,T2,T2_1004103,S1,spoof
4103,T2,T2_1004104,S3,spoof
4104,T2,T2_1004105,S4,spoof
4105,T2,T2_1004106,S5,spoof
4106,T2,T2_1004107,S2,spoof
4107,T2,T2_1004108,S1,spoof
4108,T2,T2_1004109,S3,spoof
4109,T2,T2_1004110,S4,spoof
4110,T2,T2_1004111,S5,spoof
4111,T2,T2_1004112,S2,spoof
4112,T2,T2_1004113,S1,spoof
4113,T2,T2_1004114,S3,spoof
4114,T2,T2_1004115,S4,spoof
4115,T2,T2_1004116,S5,spoof
4116,T2,T2_1004117,S2,spoof
4117,T2,T2_1004118,S1,spoof
4118,T2,T2_1004119,S3,spoof
4119,T2,T2_1004120,S4,spoof
4120,T2,T2_1004121,S5,spoof
4121,T2,T2_1004122,S2,spoof
4122,T2,T2_1004123,S1,spoof
4123,T2,T2_1004124,S3,spoof
4124,T2,T2_1004125,S4,spoof
4125,T2,T2_1004126,S5,spoof
4126,T2,T2_1004127,S2,spoof
4127,T2,T2_1004128,S1,spoof
4128,T2,T2_1004129,S3,spoof
4129,T2,T2_1004130,S4,spoof
4130,T2,T2_1004131,S5,spoof
4131,T2,T2_1004132,S2,spoof
4132,T2,T2_1004133,S1,spoof
4133,T2,T2_1004134,S3,spoof
4134,T2,T2_1004135,S4,spoof
4135,T2,T2_1004136,S5,spoof
4136,T2,T2_1004137,S2,spoof
4137,T2,T2_1004138,S1,spoof
4138,T2,T2_1004139,S3,spoof
4139,T2,T2_1004140,S4,spoof
4140,T2,T2_1004141,S5,spoof
4141,T2,T2_1004142,S2,spoof
4142,T2,T2_1004143,S1,spoof
4143,T2,T2_1004144,S3,spoof
4144,T2,T2_1004145,S4,spoof
4145,T2,T2_1004146,S5,spoof
4146,T2,T2_1004147,S2,spoof
4147,T2,T2_1004148,S1,spoof
4148,T2,T2_1004149,S3,spoof
4149,T2,T2_1004150,S4,spoof
4150,T2,T2_1004151,S5,spoof
4151,T2,T2_1004152,S2,spoof
4152,T2,T2_1004153,S1,spoof
4153,T2,T2_1004154,S3,spoof
4154,T2,T2_1004155,S4,spoof
4155,T2,T2_1004156,S5,spoof
4156,T2,T2_1004157,S2,spoof
4157,T2,T2_1004158,S1,spoof
4158,T2,T2_1004159,S3,spoof
4159,T2,T2_1004160,S4,spoof
4160,T2,T2_1004161,S5,spoof
4161,T2,T2_1004162,S2,spoof
4162,T2,T2_1004163,S1,spoof
4163,T2,T2_1004164,S3,spoof
4164,T2,T2_1004165,S4,spoof
4165,T2,T2_1004166,S5,spoof
4166,T2,T2_1004167,S2,spoof
4167,T2,T2_1004168,S1,spoof
4168,T2,T2_1004169,S3,spoof
4169,T2,T2_1004170,S4,spoof
4170,T2,T2_1004171,S5,spoof
4171,T2,T2_1004172,S2,spoof
4172,T2,T2_1004173,S1,spoof
4173,T2,T2_1004174,S3,spoof
4174,T2,T2_1004175,S4,spoof
4175,T2,T2_1004176,S5,spoof
4176,T2,T2_1004177,S2,spoof
4177,T2,T2_1004178,S1,spoof
4178,T2,T2_1004179,S3,spoof
4179,T2,T2_1004180,S4,spoof
4180,T2,T2_1004181,S5,spoof
4181,T2,T2_1004182,S2,spoof
4182,T2,T2_1004183,S1,spoof
4183,T2,T2_1004184,S3,spoof
4184,T2,T2_1004185,S4,spoof
4185,T2,T2_1004186,S5,spoof
4186,T2,T2_1004187,S2,spoof
4187,T2,T2_1004188,S1,spoof
4188,T2,T2_1004189,S3,spoof
4189,T2,T2_1004190,S4,spoof
4190,T2,T2_1004191,S5,spoof
4191,T2,T2_1004192,S2,spoof
4192,T2,T2_1004193,S1,spoof
4193,T2,T2_1004194,S3,spoof
4194,T2,T2_1004195,S4,spoof
4195,T2,T2_1004196,S5,spoof
4196,T2,T2_1004197,S2,spoof
4197,T2,T2_1004198,S1,spoof
4198,T2,T2_1004199,S3,spoof
4199,T2,T2_1004200,S4,spoof
4200,T2,T2_1004201,S5,spoof
4201,T2,T2_1004202,S2,spoof
4202,T2,T2_1004203,S1,spoof
4203,T2,T2_1004204,S3,spoof
4204,T2,T2_1004205,S4,spoof
4205,T2,T2_1004206,S5,spoof
4206,T2,T2_1004207,S2,spoof
4207,T2,T2_1004208,S1,spoof
4208,T2,T2_1004209,S3,spoof
4209,T2,T2_1004210,S4,spoof
4210,T2,T2_1004211,S5,spoof
4211,T2,T2_1004212,S2,spoof
4212,T2,T2_1004213,S1,spoof
4213,T2,T2_1004214,S3,spoof
4214,T2,T2_1004215,S4,spoof
4215,T2,T2_1004216,S5,spoof
4216,T2,T2_1004217,S2,spoof
4217,T2,T2_1004218,S1,spoof
4218,T2,T2_1004219,S3,spoof
4219,T2,T2_1004220,S4,spoof
4220,T2,T2_1004221,S5,spoof
4221,T2,T2_1004222,S2,spoof
4222,T2,T2_1004223,S1,spoof
4223,T2,T2_1004224,S3,spoof
4224,T2,T2_1004225,S4,spoof
4225,T2,T2_1004226,S5,spoof
4226,T2,T2_1004227,S2,spoof
4227,T2,T2_1004228,S1,spoof
4228,T2,T2_1004229,S3,spoof
4229,T2,T2_1004230,S4,spoof
4230,T2,T2_1004231,S5,spoof
4231,T2,T2_1004232,S2,spoof
4232,T2,T2_1004233,S1,spoof
4233,T2,T2_1004234,S3,spoof
4234,T2,T2_1004235,S4,spoof
4235,T2,T2_1004236,S5,spoof
4236,T2,T2_1004237,S2,spoof
4237,T2,T2_1004238,S1,spoof
4238,T2,T2_1004239,S3,spoof
4239,T2,T2_1004240,S4,spoof
4240,T2,T2_1004241,S5,spoof
4241,T2,T2_1004242,S2,spoof
4242,T2,T2_1004243,S1,spoof
4243,T2,T2_1004244,S3,spoof
4244,T2,T2_1004245,S4,spoof
4245,T2,T2_1004246,S5,spoof
4246,T2,T2_1004247,S2,spoof
4247,T2,T2_1004248,S1,spoof
4248,T2,T2_1004249,S3,spoof
4249,T2,T2_1004250,S4,spoof
4250,T2,T2_1004251,S5,spoof
4251,T2,T2_1004252,S2,spoof
4252,T2,T2_1004253,S1,spoof
4253,T2,T2_1004254,S3,spoof
4254,T2,T2_1004255,S4,spoof
4255,T4,T4_1004256,S5,spoof
4256,T4,T4_1004257,S2,spoof
4257,T4,T4_1004258,S1,spoof
4258,T4,T4_1004259,S3,spoof
4259,T4,T4_1004260,S4,spoof
4260,T4,T4_1004261,S5,spoof
4261,T4,T4_1004262,S2,spoof
4262,T4,T4_1004263,S1,spoof
4263,T4,T4_1004264,S3,spoof
4264,T4,T4_1004265,S4,spoof
4265,T4,T4_1004266,S5,spoof
4266,T4,T4_1004267,S2,spoof
4267,T4,T4_1004268,S1,spoof
4268,T4,T4_1004269,S3,spoof
4269,T4,T4_1004270,S4,spoof
4270,T4,T4_1004271,S5,spoof
4271,T4,T4_1004272,S2,spoof
4272,T4,T4_1004273,S1,spoof
4273,T4,T4_1004274,S3,spoof
4274,T4,T4_1004275,S4,spoof
4275,T4,T4_1004276,S5,spoof
4276,T4,T4_1004277,S2,spoof
4277,T4,T4_1004278,S1,spoof
4278,T4,T4_1004279,S3,spoof
4279,T4,T4_1004280,S4,spoof
4280,T4,T4_1004281,S5,spoof
4281,T4,T4_1004282,S2,spoof
4282,T4,T4_1004283,S1,spoof
4283,T4,T4_1004284,S3,spoof
4284,T4,T4_1004285,S4,spoof
4285,T4,T4_1004286,S5,spoof
4286,T4,T4_1004287,S2,spoof
4287,T4,T4_1004288,S1,spoof
4288,T4,T4_1004289,S3,spoof
4289,T4,T4_1004290,S4,spoof
4290,T4,T4_1004291,S5,spoof
4291,T4,T4_1004292,S2,spoof
4292,T4,T4_1004293,S1,spoof
4293,T4,T4_1004294,S3,spoof
4294,T4,T4_1004295,S4,spoof
4295,T4,T4_1004296,S5,spoof
4296,T4,T4_1004297,S2,spoof
4297,T4,T4_1004298,S1,spoof
4298,T4,T4_1004299,S3,spoof
4299,T4,T4_1004300,S4,spoof
4300,T4,T4_1004301,S5,spoof
4301,T4,T4_1004302,S2,spoof
4302,T4,T4_1004303,S1,spoof
4303,T4,T4_1004304,S3,spoof
4304,T4,T4_1004305,S4,spoof
4305,T4,T4_1004306,S5,spoof
4306,T4,T4_1004307,S2,spoof
4307,T4,T4_1004308,S1,spoof
4308,T4,T4_1004309,S3,spoof
4309,T4,T4_1004310,S4,spoof
4310,T4,T4_1004311,S5,spoof
4311,T4,T4_1004312,S2,spoof
4312,T4,T4_1004313,S1,spoof
4313,T4,T4_1004314,S3,spoof
4314,T4,T4_1004315,S4,spoof
4315,T4,T4_1004316,S5,spoof
4316,T4,T4_1004317,S2,spoof
4317,T4,T4_1004318,S1,spoof
4318,T4,T4_1004319,S3,spoof
4319,T4,T4_1004320,S4,spoof
4320,T4,T4_1004321,S5,spoof
4321,T4,T4_1004322,S2,spoof
4322,T4,T4_1004323,S1,spoof
4323,T4,T4_1004324,S3,spoof
4324,T4,T4_1004325,S4,spoof
4325,T4,T4_1004326,S5,spoof
4326,T4,T4_1004327,S2,spoof
4327,T4,T4_1004328,S1,spoof
4328,T4,T4_1004329,S3,spoof
4329,T4,T4_1004330,S4,spoof
4330,T4,T4_1004331,S5,spoof
4331,T4,T4_1004332,S2,spoof
4332,T4,T4_1004333,S1,spoof
4333,T4,T4_1004334,S3,spoof
4334,T4,T4_1004335,S4,spoof
